Bear,Sex,Age,Offspring,Out of den,Into den,Current status,Column1,Year
945,Male,Adult,,No,Yes,Active,,2018
946,Male,Subadult,,No,Yes,Active,,2018
947,Female,Adult,None,No,Yes,Active,,2018
948,Female,Adult,2 cubs,No,Yes,Active,,2018
949,Female,Subadult,None,No,Yes,Active,,2018
950,Female,Subadult,None,No,No,Missing,,2018
951,Male,Subadult,,No,Yes,Active,,2018
952,Female,Adult,None,No,Yes,Active,,2018
953,Male,Adult,,No,Yes,Active,,2018
954,Female,Subadult,None,No,Yes,Active,,2018
955,Female,Subadult,None,No,No,Removed,,2018
956,Female,Adult,None,No,Yes,Active,,2018
957,Female,Adult,None,No,Yes,Active,,2018
227,Male,Adult,,Yes,No,Cast,,2017
228,Male,Adult,,No,No,Removed,,2017
394,Male,Adult,,No,,Den/cast?,,2017
399,Female,Adult,2 cubs,Yes,Yes,Active,,2017
427,Male,Adult,,Yes,No,Cast,,2017
439,Female,Adult,3 cubs,Yes,No,Cast,,2017
468,Male,Adult,,Yes,,Active,,2017
485,Female,Adult,"3 cubs, 3 lost",No,No,Killed,,2017
506,Male,Adult,,Yes,Yes,Active,,2017
516,Male,Adult,,No,Yes,Active,,2017
630,Male,Adult,,No,No,Cast,,2017
653,Male,Adult,,Yes,Yes,Active,,2017
676,Female,Adult,"1 yearling, lost?",Yes,Yes,Active,,2017
678,Female,Adult,"2 cubs, 1 lost?",Yes,Yes,Active,,2017
679,Male,Adult,,Yes,Yes,Active,,2017
695,Male,Adult,,No,Yes,Active,,2017
711,Male,Adult,,No,No,Killed,,2017
728,Female,Adult,"3 2-year olds, weaned",Yes,No,Cast,,2017
736,Male,Adult,,No,No,Removed,,2017
743,Female,Adult,"2 2-year olds, weaned",Yes,Yes,Active,,2017
747,Female,Adult,2 cubs,Yes,No,Cast,,2017
749,Female,Adult,None,Yes,Yes,Active,,2017
762,Female,Adult,None,Yes,Yes,Active,,2017
763,Male,Adult,,No,Yes,Active,,2017
772,Male,Adult,,No,Yes,Active,,2017
773,Female,Adult,None,Yes,Yes,Active,,2017
782,Male,Adult,,Yes,No,Cast,,2017
786,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2017
788,Male,Adult,,Yes,No,Probable battery failure,,2017
789,Male,Adult,,No,Yes,Active,,2017
799,Female,Adult,2 yearlings,No,No,Dead,,2017
800,Female,Adult,None,Yes,No,Cast,,2017
803,Male,Adult,Not seen,No,No,Dead,,2017
808,Male,Subadult,,Yes,No,Cast,,2017
810,Male,Adult,,No,Yes,Active,,2017
815,Female,Adult,1 yearling,Yes,Yes,Active,,2017
816,Male,Adult,,No,No,Cast,,2017
819,Male,Adult,,Yes,No,Cast,,2017
824,Male,Adult,,Yes,No,Removed,,2017
825,Male,Adult,,Yes,No,Removed,,2017
828,Male,Adult,,Yes,No,Cast,,2017
831,Female,Adult,"1 2-year-old, weaned",Yes,No,Cast,,2017
833,Female,Adult,2 cubs 1 lost,Yes,Yes,Active,,2017
840,Male,Adult,,Yes,No,Cast,,2017
842,Male,Adult,,Yes,No,Cast,,2017
848,Female,Adult,"1 2-year-old, weaned",Yes,Yes,Active,,2017
851,Female,Adult,2 cubs,Yes,Yes,Active,,2017
852,Male,Adult,,Yes,No,Cast,,2017
853,Male,Adult,,Yes,Yes,Active,,2017
855,Male,Adult,,Yes,No,Cast,,2017
856,Male,Adult,,Yes,No,Cast,,2017
857,Female,Adult,"3 cubs, lost 1",Yes,Yes,Active,,2017
858,Male,Adult,,Yes,No,Cast,,2017
859,Male,Subadult,,Yes,No,Cast,,2017
861,Female,Adult,"2 cubs, lost 2",Yes,No,Dead,,2017
863,Female,Subadult,None,Yes,Yes,Active,,2017
864,Female,Adult,None,Yes,No,Cast,,2017
865,Male,Subadult,,Yes,No,Cast,,2017
866,Male,Subadult,,Yes,No,Removed,,2017
867,Female,Subadult,None,Yes,Yes,Active,,2017
868,Female,Adult,None,Yes,Yes,Active,,2017
869,Female,Adult,"2 3-year olds, weaned",Yes,Yes,Active,,2017
870,Male,Subadult,,Yes,No,Cast,,2017
871,Female,Adult,2 yearlings,Yes,No,Killed,,2017
872,Male,Adult,,Yes,No,Cast,,2017
873,Male,Adult,,Yes,No,Cast,,2017
875,Female,Adult,"3 cubs, 1 lost",Yes,Yes,Active,,2017
876,Female,Subadult,None,Yes,Yes,Active,,2017
877,Male,Subadult,,Yes,No,Removed,,2017
878,Male,Adult,,Yes,Yes,Active,,2017
879,Male,Subadult,,Yes,Yes,Active,,2017
880,Male,Subadult,,Yes,Yes,Active,,2017
881,Male,Adult,,Yes,No,Cast,,2017
882,Male,Adult,,Yes,No,Cast,,2017
883,Female,Subadult,None,Yes,Yes,Active,,2017
884,Male,Adult,,No,No,Cast,,2017
885,Male,Adult,,No,No,Cast,,2017
886,Female,Subadult,None,No,Yes,Active,,2017
887,Male,Adult,,No,No,Cast,,2017
888,Male,Adult,,No,Yes,Active,,2017
889,Male,Yearling,,No,No,Cast,,2017
890,Male,Subadult,,No,Yes,Active,,2017
891,Male,Adult,,No,No,Cast,,2017
892,Male,Adult,,No,No,Cast,,2017
893,Female,Adult,None,No,Yes,Active,,2017
894,Male,Adult,,No,No,Cast,,2017
895,Female,Adult,None,No,Yes,Active,,2017
896,Female,Subadult,None,No,Yes,Active,,2017
897,Male,Adult,,No,No,Cast,,2017
898,Female,Adult,2 yearlings,No,Yes,Active,,2017
899,Female,Subadult,None,No,Yes,Active,,2017
900,Female,Yearling,(Mom - #905),No,Yes,Active,,2017
902,Male,Adult,,No,Yes,Active,,2017
903,Female,Adult,"3 cubs, 3 lost",No,No,Killed,,2017
904,Male,Subadult,,No,No,Removed,,2017
905,Female,Adult,3 yearlings (1 - #900),No,Yes,Active,,2017
906,Female,Adult,2 yearlings,No,Yes,Active,,2017
907,Female,Subadult,None,No,Yes,Active,,2017
908,Male,Subadult,,No,Yes,Active,,2017
909,Female,Subadult,None,No,Yes,Active,,2017
910,Male,Subadult,,No,No,Cast,,2017
911,Female,Subadult,None,No,Yes,Active,,2017
912,Female,Subadult,None,No,Yes,Active,,2017
913,Female,Subadult,None,No,Yes,Active,,2017
914,Female,Adult,2 cubs,No,Yes,Active,,2017
915,Female,Adult,Not seen,No,Yes,Active,,2017
916,Male,Adult,,No,Yes,Active,,2017
917,Male,Adult,,No,Yes,Active,,2017
918,Male,Subadult,,No,Yes,Active,,2017
919,Female,Subadult,None,No,Yes,Active,,2017
920,Male,Subadult,,No,,Missing,,2017
193,Female,Adult,None,Yes,No,Cast,,2016
227,Male,Adult,,No,Yes,Active,,2016
299,Male,Adult,,Yes,No,Dead,,2016
399,Female,Adult,"1 cub, lost",No,Yes,Active,,2016
427,Male,Adult,,No,Yes,Active,,2016
439,Female,Adult,"1 yearling, weaned - GB 866",Yes,Yes,Active,,2016
506,Male,Adult,,Yes,Yes,Active,,2016
556,Male,Adult,,No,No,Cast,,2016
610,Female,Adult,2 yearlings,Yes,No,Cast,,2016
627,Female,Adult,"2 2-year-olds, weaned/lost?",Yes,Yes,Den/Cast?,,2016
644,Male,Adult,,Yes,No,Cast,,2016
655,Male,Adult,,Yes,No,Killed,,2016
672,Female,Adult,2 3-year-olds,Yes,No,Cast,,2016
676,Female,Adult,"3 cubs, 1 died during handling",No,Yes,Active,,2016
678,Female,Adult,None,No,Yes,Active,,2016
679,Male,Adult,,Yes,Yes,Active,,2016
699,Male,Adult,,No,No,Cast,,2016
704,Male,Adult,,Yes,No,Cast,,2016
728,Female,Adult,3 yearlings,Yes,Yes,Active,,2016
732,Female,Adult,None,Yes,No,Cast,,2016
733,Male,Adult,,No,Yes,Active,,2016
743,Female,Adult,"2 yearlings, 1 lost",Yes,Yes,Active,,2016
747,Female,Adult,None,Yes,Yes,Active,,2016
749,Female,Adult,None,No,Yes,Active,,2016
762,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2016
769,Male,Adult,,No,No,Cast,,2016
773,Female,Adult,None,Yes,Yes,Active,,2016
779,Female,Adult,None,Yes,No,Cast,,2016
782,Male,Adult,,Yes,Yes,Active,,2016
783,Male,Adult,,Yes,No,Cast,,2016
786,Female,Subadult,None,Yes,Yes,Active,,2016
788,Male,Subadult,,Yes,Yes,Active,,2016
789,Male,Adult,,No,No,Cast,,2016
790,Male,Adult,,No,No,Cast,,2016
791,Male,Adult,,Yes,No,Cast,,2016
793,Female,Adult,None,Yes,No,Cast,,2016
799,Female,Adult,"3 cubs, 1 lost",No,No,Active,,2016
800,Female,Subadult,Not seen,No,Yes,Active,,2016
803,Male,Subadult,,Yes,Yes,Active,,2016
804,Male,Adult,,Yes,No,Cast,,2016
805,Male,Adult,,Yes,No,Cast,,2016
807,Male,Adult,,Yes,No,Cast,,2016
808,Male,Subadult,,Yes,Yes,Active,,2016
810,Male,Adult,,Yes,No,Cast,,2016
813,Male,Adult,,Yes,No,Cast,,2016
814,Male,Adult,,No,No,Cast,,2016
815,Female,Adult,"3 cubs, 2 lost",Yes,Yes,Active,,2016
816,Male,Adult,,Yes,No,Cast,,2016
817,Male,Subadult,,Yes,No,Cast,,2016
818,Male,Adult,,Yes,No,Killed,,2016
819,Male,Adult,,Yes,Yes,Active,,2016
821,Male,Adult,,Yes,Yes,Active,,2016
824,Male,Adult,,Yes,Yes,Active,,2016
825,Male,Adult,,Yes,Yes,Active,,2016
828,Male,Adult,,Yes,Yes,Active,,2016
830,Male,Adult,,Yes,No,Cast,,2016
831,Female,Adult,1 yearling,Yes,Yes,Active,,2016
833,Female,Adult,None,Yes,Yes,Active,,2016
834,Male,Adult,,Yes,No,Cast,,2016
836,Female,Subadult,None,Yes,No,Removed,,2016
838,Male,Adult,,Yes,No,Cast,,2016
839,Male,Adult,,Yes,No,Removed,,2016
840,Male,Adult,,Yes,,Den/Cast?,,2016
841,Male,Adult,,Yes,No,Cast,,2016
842,Male,Adult,,Yes,Yes,Active,,2016
843,Male,Subadult,,Yes,No,Removed,,2016
844,Male,Subadult,,Yes,No,Removed,,2016
845,Male,Subadult,,No,No,Cast,,2016
846,Male,Adult,,No,No,Removed,,2016
847,Male,Subadult,,No,No,Cast,,2016
848,Female,Adult,1 yearling,No,Yes,Active,,2016
849,Male,Adult,,No,No,Cast,,2016
850,Female,Adult,None,No,Yes,Den/Cast?,,2016
851,Female,Subadult,None,No,Yes,Active,,2016
852,Male,Adult,,No,Yes,Active,,2016
853,Male,Adult,,No,Yes,Active,,2016
854,Male,Adult,,No,No,Cast,,2016
855,Male,Subadult,,No,Yes,Active,,2016
856,Male,Subadult,,No,Yes,Active,,2016
857,Female,Adult,None,No,Yes,Active,,2016
858,Male,Adult,,No,Yes,Active,,2016
859,Male,Subadult,,No,Yes,Active,,2016
860,Male,Adult,,No,No,Cast,,2016
861,Female,Subadult,None,No,Yes,Active,,2016
862,Male,Subadult,,No,No,Cast,,2016
863,Female,Subadult,None,No,Yes,Active,,2016
864,Female,Subadult,None,No,Yes,Active,,2016
865,Male,Subadult,,No,Yes,Active,,2016
866,Male,Yearling,,Yes,Yes,Active,,2016
867,Female,Subadult,None,No,Yes,Active,,2016
868,Female,Adult,None,No,Yes,Active,,2016
869,Female,Adult,2 2-year-olds,No,Yes,Active,,2016
870,Male,Subadult,,No,Yes,Active,,2016
871,Female,Adult,2 cubs,No,Yes,Active,,2016
872,Male,Adult,,No,Yes,Active,,2016
873,Male,Subadult,,No,Yes,Active,,2016
874,Male,Adult,,No,Yes,Active,,2016
875,Female,Adult,None,No,Yes,Active,,2016
876,Female,Subadult,None,No,Yes,Active,,2016
877,Male,Subadult,,No,Yes,Active,,2016
878,Male,Adult,,No,Yes,Active,,2016
879,Male,Subadult,,No,Yes,Active,,2016
880,Male,Subadult,,No,Yes,Active,,2016
881,Male,Adult,,No,Yes,Active,,2016
882,Male,Adult,,No,Yes,Active,,2016
883,Female,Subadult,Not seen,No,Yes,Active,,2016
193,Female,Adult,None,Yes,Yes,Active,,2015
211,Male,Adult,,Yes,Yes,Dead,,2015
227,Male,Adult,,Yes,No,Cast,,2015
299,Male,Adult,,No,Yes,Active,,2015
423,Female,Adult,2 2-year-olds,Yes,No,Cast,,2015
439,Female,Adult,"2 cubs, 1 died during capture",No,Yes,Active,,2015
479,Male,Adult,,Yes,No,Dead,,2015
499,Female,Adult,3 yearlings,Yes,No,Cast,,2015
506,Male,Adult,,Yes,Yes,Active,,2015
541,Female,Adult,2 2-year-olds,Yes,No,Cast,,2015
592,Male,Adult,,Yes,,Missing,,2015
610,Female,Adult,2 cubs,Yes,Yes,Active,,2015
627,Female,Adult,2 yearlings,Yes,Yes,Active,,2015
644,Male,Adult,,Yes,Yes,Active,,2015
655,Male,Adult,,Yes,Yes,Active,,2015
672,Female,Adult,2 2-year-olds,Yes,Yes,Active,,2015
676,Female,Adult,None,Yes,No,Cast,,2015
679,Male,Adult,,Yes,Yes,Active,,2015
704,Male,Adult,,No,Yes,Active,,2015
706,Female,Adult,None,Yes,No,Cast,,2015
711,Male,Adult,,No,,Missing,,2015
713,Male,Adult,,Yes,No,Cast,,2015
725,Female,Adult,"2 cubs, lost when mother died",Yes,No,Dead,,2015
728,Female,Adult,3 cubs,No,Yes,Active,,2015
732,Female,Adult,2 yearlings,Yes,Yes,Active,,2015
742,Male,Adult,,Yes,No,Cast,,2015
743,Female,Adult,2 cubs,Yes,Yes,Active,,2015
747,Female,Adult,,No,Yes,Active,,2015
759,Female,Adult,None,Yes,No,Cast,,2015
761,Male,Adult,,Yes,No,Cast,,2015
762,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2015
770,Female,Adult,,Yes,No,Cast,,2015
772,Male,Adult,,Yes,No,Cast,,2015
773,Female,Adult,1 cub,Yes,Yes,Active,,2015
775,Male,Adult,,Yes,No,Cast,,2015
776,Male,Adult,,Yes,No,Cast,,2015
777,Male,Adult,,Yes,No,Cast,,2015
779,Female,Adult,Not seen,Yes,Yes,Active,,2015
780,Male,Adult,,Yes,No,Dead,,2015
782,Male,Adult,,Yes,Yes,Active,,2015
783,Male,Subadult,,Yes,Yes,Active,,2015
784,Female,Adult,Not seen,Yes,No,Cast/Dead?,,2015
785,Male,Adult,,Yes,No,Cast,,2015
786,Female,Subadult,None,Yes,Yes,Active,,2015
787,Male,Subadult,,Yes,No,Cast,,2015
788,Male,Subadult,,Yes,Yes,Active,,2015
789,Male,Adult,,Yes,Yes,Active,,2015
790,Male,Subadult,,Yes,Yes,Active,,2015
791,Male,Subadult,,Yes,Yes,Active,,2015
792,Male,Adult,,Yes,No,Cast,,2015
793,Female,Adult,"3 yearlings, lost",Yes,Yes,Active,,2015
794,Male,Adult,,No,No,Cast,,2015
795,Male,Subadult,,Yes,No,Cast,,2015
796,Male,Adult,,Yes,No,Cast,,2015
797,Male,Adult,,Yes,No,Cast,,2015
798,Male,Adult,,Yes,Yes,Active,,2015
799,Female,Adult,None,Yes,Yes,Active,,2015
800,Female,Subadult,None,Yes,No,Cast,,2015
801,Female,Subadult,None,Yes,No,Cast/Dead?,,2015
802,Male,Subadult,,No,No,Cast,,2015
803,Male,Subadult,,No,Yes,Active,,2015
804,Male,Adult,,No,Yes,Active,,2015
805,Male,Subadult,,No,Yes,Active,,2015
806,Male,Adult,,No,No,Cast,,2015
807,Male,Adult,,No,Yes,Active,,2015
808,Male,Subadult,,No,Yes,Active,,2015
809,Male,Adult,,No,No,Cast,,2015
810,Male,Adult,,No,Yes,Active,,2015
811,Male,Adult,,No,No,Cast,,2015
812,Male,Adult,,No,No,Cast,,2015
813,Male,Adult,,No,Yes,Active,,2015
814,Male,Adult,,No,No,Cast,,2015
815,Female,Adult,None,No,Yes,Active,,2015
816,Male,Adult,,No,Yes,Active,,2015
817,Male,Adult,,No,Yes,Active,,2015
818,Male,Adult,,No,Yes,Active,,2015
819,Male,Adult,,No,Yes,Active,,2015
820,Male,Adult,,No,No,Dead,,2015
821,Male,Adult,,No,Yes,Active,,2015
822,Female,Adult,"1 cub, lost",No,No,Dead,,2015
824,Male,Subadult,,No,Yes,Active,,2015
825,Male,Adult,,No,Yes,Active,,2015
826,Male,Adult,,No,No,Dead,,2015
827,Male,Subadult,,No,No,Dead,,2015
828,Male,Adult,,No,Yes,Active,,2015
829,Male,Adult,,No,No,Cast,,2015
830,Male,Adult,,No,Yes,Active,,2015
831,Female,Adult,1 cub,No,Yes,Active,,2015
832,Male,Subadult,,No,No,Dead,,2015
833,Female,Adult,None,No,Yes,Active,,2015
834,Male,Adult,,No,Yes,Active,,2015
835,Female,Adult,2 yearlings,No,No,Dead,,2015
836,Female,Subadult,None,No,Yes,Active,,2015
837,Male,Subadult,,No,No,Dead,,2015
838,Male,Adult,,No,Yes,Active,,2015
839,Male,Adult,,No,Yes,Active,,2015
840,Male,Subadult,,No,Yes,Active,,2015
841,Male,Adult,,No,Yes,Active,,2015
842,Male,Adult,,No,Yes,Active,,2015
843,Male,Subadult,,No,Yes,Active,,2015
844,Male,Subadult,,No,Yes,Active,,2015
741,Female,Adult,1 cub,No,Yes,Active,,2014
742,Male,Adult,,Yes,Yes,Active,,2014
743,Female,Adult,2 2-year-olds,Yes,Yes,Active,,2014
744,Male,Adult,,Yes,No,Cast,,2014
745,Male,Subadult,,Yes,No,Dead,,2014
746,Male,Adult,,Yes,No,Cast,,2014
750,Male,Adult,,Yes,No,Cast,,2014
752,Male,Subadult,,Yes,No,Cast,,2014
754,Male,Adult,,No,No,Cast,,2014
758,Male,Adult,,Yes,No,Cast,,2014
759,Female,Adult,2 yearlings,Yes,Yes,Active,,2014
760,Male,Subadult,,No,No,Removed,,2014
761,Male,Adult,,Yes,Yes,Active,,2014
762,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2014
763,Male,Adult,,No,No,Cast,,2014
766,Male,Adult,,Yes,No,Missing,,2014
767,Female,Subadult,,Yes,No,Dead,,2014
768,Female,Adult,Not seen,Yes,No,Cast,,2014
769,Male,Subadult,,Yes,No,Cast,,2014
770,Female,Adult,"1 cub, lost",Yes,Yes,Active,,2014
771,Female,Adult,Not seen,No,No,Cast,,2014
772,Male,Adult,,No,Yes,Active,,2014
773,Female,Adult,None,No,Yes,Active,,2014
774,Male,Adult,,No,No,Cast,,2014
775,Male,Adult,,No,Yes,Active,,2014
776,Male,Adult,,No,Yes,Active,,2014
777,Male,Subadult,,No,Yes,Active,,2014
778,Male,Adult,,No,No,Cast,,2014
779,Female,Subadult,,No,Yes,Active,,2014
780,Male,Adult,,No,Yes,Active,,2014
781,Male,Adult,,No,No,Cast,,2014
782,Male,,,No,Yes,Active,,2014
783,Male,,,No,Yes,Active,,2014
784,Female,Adult,1 yearling,No,Yes,Active,,2014
785,Male,Adult,,No,Yes,Active,,2014
786,Female,Subadult,,No,Yes,Active,,2014
787,Male,Subadult,,No,Yes,Active,,2014
788,Male,Subadult,,No,Yes,Active,,2014
789,Male,Adult,,No,Yes,Active,,2014
790,Male,Subadult,,No,Yes,Active,,2014
791,Male,Subadult,,No,Yes,Active,,2014
792,Male,Adult,,No,Yes,Active,,2014
793,Female,Adult,3 cub,No,Yes,Active,,2014
794,Male,Adult,,No,Yes,Active,,2014
795,Male,Subadult,,No,Yes,Active,,2014
796,Male,Adult,,No,Yes,Active,,2014
797,Male,Adult,,No,Yes,Active,,2014
798,Male,Subadult,,No,Yes,Active,,2014
799,Female,Adult,2 yearlings,No,Yes,Active,,2014
800,Female,Subadult,,No,Yes,Active,,2014
801,Female,Subadult,,No,Yes,Active,,2014
155,Male,Adult,,Yes,Yes,Active,,2013
179,Female,Adult,3 COY,Yes,No,Cast,,2013
193,Female,Adult,None,No,Yes,Active,,2013
204,Male,Adult,,Yes,No,Cast,,2013
211,Male,Adult,,Yes,Yes,Active,,2013
219,Male,Adult,,No,No,Cast,,2013
227,Male,Adult,,Yes,Yes,Active,,2013
281,Male,Adult,,Yes,Yes,Active,,2013
373,Male,Adult,,Yes,No,Cast,,2013
379,Male,Adult,,No,Yes,Active,,2013
407,Male,Adult,,No,Yes,Active,,2013
416,Female,Adult,Not seen,Yes,No,Cast,,2013
423,Female,Adult,3 COY,Yes,Yes,Active,,2013
479,Male,Adult,,Yes,No,Cast,,2013
481,Female,Adult,2 COY,Yes,Yes,Active,,2013
499,Female,Adult,None,Yes,Yes,Active,,2013
526,Male,Adult,,Yes,No,Cast,,2013
533,Female,Adult,None,Yes,No,Killed,,2013
541,Female,Adult,2 COY,Yes,Yes,Active,,2013
547,Male,Adult,,No,No,Cast,,2013
566,Male,Adult,,No,No,Missing,,2013
574,Male,Adult,,Yes,No,Cast,,2013
578,Male,Adult,,No,Yes,Active,,2013
600,Male,Adult,,Yes,No,Cast,,2013
627,Female,Adult,2 yearlings,Yes,Yes,Active,,2013
637,Male,Adult,,No,No,Cast,,2013
648,Male,Adult,,Yes,No,Cast,,2013
653,Male,Adult,,Yes,Yes,Active,,2013
658,Female,Adult,Not seen,No,No,Cast,,2013
663,Female,Adult,None,Yes,No,Cast,,2013
671,Male,Adult,,Yes,No,Removed,,2013
672,Female,Adult,1 COY,Yes,Yes,Active,,2013
674,Male,Adult,,Yes,Yes,Active,,2013
678,Female,Adult,1 yearling,Yes,No,Cast,,2013
686,Female,Adult,Not seen,Yes,No,Cast,,2013
692,Female,Adult,Not seen,No,No,Cast,,2013
701,Male,Adult,,Yes,No,Cast,,2013
702,Female,Subadult,,Yes,No,Cast,,2013
703,Female,Adult,"3 2-year-olds, weaned",Yes,Yes,Active,,2013
706,Female,Adult,2 COY,Yes,Yes,Active,,2013
707,Female,Adult,Not seen,No,No,Cast,,2013
708,Female,Adult,"2 COY, lost all",Yes,No,Killed,,2013
711,Male,Adult,,Yes,No,Cast,,2013
713,Male,Subadult,,Yes,No,Cast,,2013
714,Female,Adult,None,Yes,No,Removed,,2013
715,Male,Adult,,Yes,Yes,Active,,2013
716,Female,Adult,None,Yes,No,Removed,,2013
717,Male,Adult,,Yes,No,Removed,,2013
718,Female,Adult,2 COY,Yes,Yes,Active,,2013
719,Male,Adult,,No,No,Cast,,2013
720,Female,Adult,"1 yearling, lost/ weaned",Yes,Yes,Active,,2013
721,Female,Adult,None,Yes,No,Cast,,2013
723,Male,Adult,,Yes,No,Cast,,2013
724,Female,Adult,2 COY,Yes,Yes,Active,,2013
725,Female,Adult,None,Yes,Yes,Active,,2013
727,Male,Adult,,Yes,No,Cast,,2013
728,Female,Subadult,,Yes,Yes,Active,,2013
729,Male,Adult,,Yes,No,Cast,,2013
730,Male,Adult,,Yes,Yes,Active,,2013
731,Male,Subadult,,No,No,Cast,,2013
732,Female,Adult,None,Yes,Yes,Active,,2013
733,Male,Adult,,No,No,missing,,2013
734,Female,Adult,1 COY,Yes,Yes,Active,,2013
735,Female,COY,,Yes,No,Cast,,2013
736,Male,Adult,,Yes,No,Cast,,2013
738,Male,Adult,,Yes,No,Cast,,2013
739,Female,Subadult,,Yes,No,Cast,,2013
740,Male,Adult,,No,No,Cast,,2013
741,Female,Subadult,,No,Yes,Active,,2013
742,Male,Subadult,,No,Yes,Active,,2013
743,Female,Adult,2 yearlings,No,Yes,Active,,2013
744,Male,Adult,,No,Yes,Active,,2013
745,Male,Subadult,,No,Yes,Active,,2013
746,Male,Adult,,No,Yes,Active,,2013
747,Female,Subadult,,No,No,Cast,,2013
748,Male,Subadult,,No,No,Dead,,2013
749,Female,Subadult,,No,No,Cast,,2013
750,Male,Adult,,No,Yes,Active,,2013
751,Male,Subadult,,No,No,Cast,,2013
752,Male,Subadult,,No,Yes,Active,,2013
753,Male,Subadult,,No,No,Cast,,2013
754,Male,Adult,,No,Yes,Active,,2013
755,Female,Subadult,,No,Yes,Active,,2013
756,Male,Adult,,No,No,Cast,,2013
757,Female,Subadult,,No,No,Cast,,2013
758,Male,Adult,,No,Yes,Active,,2013
759,Female,Adult,2 COY,No,Yes,Active,,2013
760,Male,Subadult,,No,No,Cast,,2013
761,Male,Adult,,No,Yes,Active,,2013
762,Female,Adult,None,No,Yes,Active,,2013
763,Male,Adult,,No,Yes,Active,,2013
764,Male,Adult,,No,No,Killed,,2013
765,Male,Adult,,No,No,Cast,,2013
766,Male,Adult,,No,Yes,Active,,2013
767,Female,Subadult,,No,Yes,Active,,2013
768,Female,Adult,None,No,Yes,Active,,2013
769,Male,Subadult,,No,Yes,Active,,2013
770,Female,Adult,None,No,Yes,Active,,2013
771,Female,Subadult,,No,Yes,Active,,2013
155,Male,Adult,,Yes,Yes,active,,2012
179,Female,Adult,None,No,Yes,active,,2012
204,Male,Adult,,Yes,Yes,active,,2012
211,Male,Adult,,Yes,Yes,active,,2012
227,Male,Adult,,No,Yes,active,,2012
281,Male,Adult,,Yes,Yes,active,,2012
315,Female,Adult,"3 COY, lost all",No,No,removed,,2012
321,Female,Adult,1 2-year-old (in den),Yes,No,dead,,2012
332,Female,Adult,2 COY,Yes,No,Cast,,2012
337,Female,Adult,Not seen,No,No,Cast,,2012
373,Male,Adult,,No,Yes,active,,2012
394,Male,Adult,,Yes,No,Cast,,2012
400,Male,Adult,,Yes,No,Cast,,2012
416,Female,Adult,"3 COY, lost all",Yes,Yes,active,,2012
423,Female,Adult,None,Yes,Yes,active,,2012
448,Female,Adult,3 COY,Yes,No,Cast,,2012
465,Male,Adult,,Yes,No,Cast,,2012
481,Female,Adult,None,Yes,Yes,active,,2012
499,Female,Adult,None,No,Yes,active,,2012
515,Male,Adult,,No,No,dead,,2012
517,Female,Adult,"2 2-year-olds, weaned",Yes,No,Cast,,2012
519,Male,Adult,,No,No,Cast,,2012
524,Male,Adult,,Yes,No,Cast,,2012
526,Male,Adult,,No,Yes,active,,2012
533,Female,Adult,None,No,Yes,active,,2012
541,Female,Adult,None,Yes,Yes,active,,2012
552,Male,Adult,,Yes,No,Cast,,2012
556,Male,Adult,,No,Yes,active,,2012
566,Male,Adult,,Yes,No,Cast,,2012
574,Male,Adult,,No,Yes,active,,2012
593,Male,Adult,,Yes,No,Cast,,2012
600,Male,Adult,,No,Yes,active,,2012
611,Male,Adult,,No,No,Cast,,2012
623,Male,Adult,,Yes,No,Cast,,2012
627,Female,Adult,"3 COY, lost 1",Yes,Yes,active,,2012
642,Male,Adult,,No,Yes,missing,,2012
645,Female,Adult,3 COY,Yes,No,Cast,,2012
648,Male,Adult,,No,Yes,active,,2012
653,Male,Subadult,,No,Yes,active,,2012
658,Female,Adult,None,Yes,Yes,active,,2012
659,Male,Adult,,Yes,No,Cast,,2012
661,Female,Adult,1 yearling,Yes,No,Cast,,2012
662,Female,Adult,"2 coy, lost all",Yes,No,dead,,2012
663,Female,Adult,"2 COY, lost both",Yes,Yes,active,,2012
671,Male,Adult,,Yes,Yes,active,,2012
672,Female,Subadult,,Yes,Yes,active,,2012
673,Male,Adult,,Yes,No,Cast,,2012
674,Male,Adult,,No,Yes,active,,2012
676,Female,Subadult,,Yes,No,Cast,,2012
677,Male,Adult,,Yes,No,Cast,,2012
678,Female,Adult,2 COY,Yes,Yes,active,,2012
679,Male,Adult,,Yes,No,Cast,,2012
680,Female,Subadult,,Yes,No,Cast,,2012
681,Male,Adult,,Yes,No,Cast,,2012
682,Male,Subadult,,Yes,No,removed,,2012
683,Male,Adult,,Yes,No,Cast,,2012
684,Male,Adult,,Yes,No,Cast,,2012
685,Male,Adult,,Yes,No,Cast,,2012
686,Female,Adult,None,Yes,Yes,active,,2012
687,Male,Adult,,Yes,No,Cast,,2012
688,Male,Subadult,,Yes,No,Cast,,2012
689,Male,Subadult,,Yes,No,dead,,2012
690,Female,Subadult,,Yes,No,removed,,2012
691,Male,Subadult,,Yes,No,Cast,,2012
692,Female,Subadult,,Yes,Yes,active,,2012
693,Female,Adult,"2 COY, lost all",Yes,No,dead,,2012
694,Female,Subadult,,Yes,No,Cast,,2012
695,Male,Adult,,Yes,No,Cast,,2012
696,Male,Adult,,No,No,killed,,2012
